slug,date,open,high,low,close,currency
USD/CNY,2011/3/11,6.5655,6.5655,6.5655,6.5633,CNY
USD/CNY,2011/3/14,6.5604,6.5604,6.5604,6.5655,CNY
USD/CNY,2011/3/15,6.5609,6.5655,6.5609,6.5604,CNY
USD/CNY,2011/3/16,6.5616,6.5616,6.5616,6.5624,CNY
USD/CNY,2011/3/17,6.5639,6.5672,6.5639,6.5616,CNY
USD/CNY,2011/3/18,6.5636,6.5637,6.5594,6.5672,CNY
USD/CNY,2011/3/21,6.5594,6.5594,6.5535,6.5594,CNY
USD/CNY,2011/3/22,6.555,6.555,6.5415,6.555,CNY
USD/CNY,2011/3/23,6.5515,6.5515,6.548,6.5425,CNY
USD/CNY,2011/3/24,6.5532,6.5537,6.5505,6.548,CNY
USD/CNY,2011/3/25,6.5505,6.5505,6.5478,6.5505,CNY
USD/CNY,2011/3/28,6.55,6.5545,6.55,6.55,CNY
USD/CNY,2011/3/29,6.5529,6.5529,6.5529,6.5545,CNY
USD/CNY,2011/3/30,6.5486,6.5486,6.5486,6.5529,CNY
USD/CNY,2011/3/31,6.5486,6.5486,6.5355,6.5486,CNY
USD/CNY,2011/4/1,6.5355,6.5392,6.5355,6.5355,CNY
USD/CNY,2011/4/4,6.53,6.53,6.53,6.5392,CNY
USD/CNY,2011/4/5,6.53,6.5305,6.53,6.53,CNY
USD/CNY,2011/4/6,6.5358,6.5358,6.5358,6.5305,CNY
USD/CNY,2011/4/7,6.5358,6.5358,6.5344,6.5358,CNY
USD/CNY,2011/4/8,6.5344,6.5344,6.5264,6.5344,CNY
USD/CNY,2011/4/11,6.5264,6.5275,6.5264,6.5264,CNY
USD/CNY,2011/4/12,6.5348,6.5348,6.5317,6.5275,CNY
USD/CNY,2011/4/13,6.5237,6.5237,6.5237,6.5317,CNY
USD/CNY,2011/4/14,6.5237,6.5237,6.5195,6.5237,CNY
USD/CNY,2011/4/18,6.5198,6.5198,6.5189,6.5204,CNY
USD/CNY,2011/4/19,6.5223,6.5223,6.5223,6.5189,CNY
USD/CNY,2011/4/20,6.5152,6.5152,6.5152,6.5223,CNY
USD/CNY,2011/4/21,6.5152,6.5152,6.484,6.5152,CNY
USD/CNY,2011/4/22,6.5152,6.5152,6.484,6.5152,CNY
USD/CNY,2011/4/25,6.484,6.484,6.484,6.484,CNY
USD/CNY,2011/4/26,6.5125,6.5238,6.4925,6.484,CNY
USD/CNY,2011/4/27,6.5179,6.5179,6.5014,6.5179,CNY
USD/CNY,2011/4/28,6.5018,6.5018,6.49,6.5018,CNY
USD/CNY,2011/4/29,6.49,6.49,6.4814,6.501,CNY
USD/CNY,2011/5/2,6.48,6.492,6.48,6.4814,CNY
USD/CNY,2011/5/3,6.485,6.488,6.485,6.492,CNY
USD/CNY,2011/5/4,6.485,6.4872,6.4839,6.502,CNY
USD/CNY,2011/5/5,6.4841,6.4841,6.4841,6.4925,CNY
USD/CNY,2011/5/6,6.4841,6.4891,6.4825,6.4841,CNY
USD/CNY,2011/5/9,6.4825,6.4937,6.4825,6.4825,CNY
USD/CNY,2011/5/10,6.4843,6.4915,6.4843,6.493,CNY
USD/CNY,2011/5/11,6.4824,6.493,6.4824,6.4915,CNY
USD/CNY,2011/5/12,6.4882,6.4985,6.4882,6.493,CNY
USD/CNY,2011/5/13,6.4896,6.4896,6.4865,6.4985,CNY
USD/CNY,2011/5/16,6.4968,6.4998,6.4968,6.4865,CNY
USD/CNY,2011/5/17,6.496,6.504,6.496,6.5077,CNY
USD/CNY,2011/5/18,6.496,6.496,6.4933,6.496,CNY
USD/CNY,2011/5/19,6.4933,6.4947,6.4933,6.505,CNY
USD/CNY,2011/5/20,6.4947,6.4947,6.4842,6.504,CNY
USD/CNY,2011/5/23,6.4898,6.496,6.4898,6.4842,CNY
USD/CNY,2011/5/24,6.4899,6.4899,6.4899,6.504,CNY
USD/CNY,2011/5/25,6.4855,6.493,6.4824,6.4975,CNY
USD/CNY,2011/5/26,6.4784,6.49,6.4784,6.493,CNY
USD/CNY,2011/5/27,6.4812,6.492,6.4812,6.49,CNY
USD/CNY,2011/5/30,6.4738,6.4738,6.4738,6.4812,CNY
USD/CNY,2011/5/31,6.4699,6.4699,6.4699,6.4738,CNY
USD/CNY,2011/6/1,6.4685,6.478,6.4685,6.479,CNY
USD/CNY,2011/6/2,6.4685,6.4828,6.4685,6.478,CNY
USD/CNY,2011/6/3,6.4702,6.4702,6.4698,6.4828,CNY
USD/CNY,2011/6/6,6.4698,6.4698,6.469,6.4698,CNY
USD/CNY,2011/6/7,6.4714,6.481,6.4714,6.4693,CNY
USD/CNY,2011/6/8,6.4669,6.4669,6.4669,6.481,CNY
USD/CNY,2011/6/9,6.4669,6.4669,6.4669,6.475,CNY
USD/CNY,2011/6/10,6.4669,6.4723,6.4669,6.476,CNY
USD/CNY,2011/6/13,6.4723,6.483,6.4723,6.4723,CNY
USD/CNY,2011/6/14,6.4753,6.4753,6.4672,6.483,CNY
USD/CNY,2011/6/15,6.4697,6.4722,6.4697,6.4697,CNY
USD/CNY,2011/6/16,6.4756,6.4756,6.4665,6.4722,CNY
USD/CNY,2011/6/17,6.4583,6.47,6.4583,6.474,CNY
USD/CNY,2011/6/20,6.462,6.4637,6.462,6.462,CNY
USD/CNY,2011/6/21,6.463,6.466,6.4553,6.478,CNY
USD/CNY,2011/6/22,6.4545,6.4629,6.4545,6.466,CNY
USD/CNY,2011/6/23,6.4595,6.467,6.4595,6.4629,CNY
USD/CNY,2011/6/24,6.4638,6.467,6.4638,6.467,CNY
USD/CNY,2011/6/27,6.4639,6.476,6.4639,6.4639,CNY
USD/CNY,2011/6/28,6.46,6.46,6.46,6.4815,CNY
USD/CNY,2011/6/29,6.4558,6.4585,6.455,6.469,CNY
USD/CNY,2011/6/30,6.454,6.462,6.4539,6.463,CNY
USD/CNY,2011/7/1,6.4539,6.465,6.4539,6.4635,CNY
USD/CNY,2011/7/4,6.454,6.454,6.4509,6.4553,CNY
USD/CNY,2011/7/5,6.4585,6.466,6.4585,6.4509,CNY
USD/CNY,2011/7/6,6.4559,6.467,6.4559,6.466,CNY
USD/CNY,2011/7/7,6.4578,6.4657,6.4545,6.467,CNY
USD/CNY,2011/7/8,6.4561,6.4562,6.4561,6.465,CNY
USD/CNY,2011/7/11,6.4556,6.4671,6.4556,6.4562,CNY
USD/CNY,2011/7/12,6.4556,6.4717,6.4556,6.467,CNY
USD/CNY,2011/7/13,6.4621,6.4948,6.4556,6.4621,CNY
USD/CNY,2011/7/14,6.4949,6.5019,6.4499,6.4947,CNY
USD/CNY,2011/7/15,6.4339,6.4408,6.4286,6.4338,CNY
USD/CNY,2011/7/18,6.4680,6.4680,6.4680,6.4680,CNY
USD/CNY,2011/7/19,6.4575,6.4634,6.4545,6.4688,CNY
USD/CNY,2011/7/20,6.458,6.458,6.4467,6.4634,CNY
USD/CNY,2011/7/21,6.4467,6.456,6.4406,6.4467,CNY
USD/CNY,2011/7/22,6.4366,6.4366,6.4366,6.4515,CNY
USD/CNY,2011/7/25,6.4376,6.445,6.4345,6.4366,CNY
USD/CNY,2011/7/26,6.4287,6.4375,6.4285,6.444,CNY
USD/CNY,2011/7/27,6.4303,6.443,6.4303,6.4375,CNY
USD/CNY,2011/7/28,6.434,6.443,6.4325,6.4429,CNY
USD/CNY,2011/7/29,6.4318,6.436,6.4287,6.443,CNY
USD/CNY,2011/8/1,6.4256,6.4256,6.4256,6.4287,CNY
USD/CNY,2011/8/2,6.4292,6.4292,6.4292,6.4256,CNY
USD/CNY,2011/8/3,6.4292,6.43,6.427,6.4292,CNY
USD/CNY,2011/8/4,6.427,6.4309,6.427,6.427,CNY
USD/CNY,2011/8/5,6.4337,6.4337,6.4307,6.4278,CNY
USD/CNY,2011/8/8,6.4307,6.4307,6.419,6.4307,CNY
USD/CNY,2011/8/9,6.4272,6.4272,6.421,6.4253,CNY
USD/CNY,2011/8/10,6.421,6.421,6.4077,6.421,CNY
USD/CNY,2011/8/11,6.3855,6.3857,6.379,6.4077,CNY
USD/CNY,2011/8/12,6.3843,6.3843,6.3813,6.3822,CNY
USD/CNY,2011/8/15,6.3803,6.3803,6.3803,6.3813,CNY
USD/CNY,2011/8/16,6.3803,6.3803,6.3736,6.3803,CNY
USD/CNY,2011/8/17,6.3778,6.3778,6.3778,6.3736,CNY
USD/CNY,2011/8/18,6.3772,6.3802,6.3772,6.3778,CNY
USD/CNY,2011/8/19,6.3853,6.3853,6.382,6.3875,CNY
USD/CNY,2011/8/22,6.3889,6.397,6.3889,6.382,CNY
USD/CNY,2011/8/23,6.3894,6.395,6.3894,6.4,CNY
USD/CNY,2011/8/24,6.3806,6.3806,6.3806,6.395,CNY
USD/CNY,2011/8/25,6.3818,6.39,6.3788,6.388,CNY
USD/CNY,2011/8/26,6.3793,6.386,6.3762,6.39,CNY
USD/CNY,2011/8/29,6.3762,6.3762,6.366,6.3762,CNY
USD/CNY,2011/8/30,6.3688,6.3719,6.3688,6.366,CNY
USD/CNY,2011/8/31,6.3719,6.3719,6.3719,6.3803,CNY
USD/CNY,2011/9/1,6.3686,6.3718,6.3686,6.378,CNY
USD/CNY,2011/9/2,6.3718,6.3748,6.3715,6.381,CNY
USD/CNY,2011/9/5,6.3777,6.3777,6.3777,6.3715,CNY
USD/CNY,2011/9/6,6.3803,6.3803,6.3803,6.3777,CNY
USD/CNY,2011/9/7,6.3803,6.384,6.3803,6.39,CNY
USD/CNY,2011/9/8,6.3764,6.3764,6.3734,6.392,CNY
USD/CNY,2011/9/9,6.3776,6.388,6.3776,6.38,CNY
USD/CNY,2011/9/12,6.3776,6.402,6.3776,6.3776,CNY
USD/CNY,2011/9/13,6.3875,6.3875,6.3875,6.402,CNY
USD/CNY,2011/9/14,6.3876,6.3876,6.3845,6.3985,CNY
USD/CNY,2011/9/15,6.3793,6.3824,6.376,6.396,CNY
USD/CNY,2011/9/16,6.3739,6.3739,6.3739,6.388,CNY
USD/CNY,2011/9/19,6.3769,6.3805,6.3769,6.382,CNY
USD/CNY,2011/9/20,6.3761,6.384,6.3735,6.3805,CNY
USD/CNY,2011/9/21,6.3681,6.377,6.3681,6.384,CNY
USD/CNY,2011/9/22,6.3909,6.3909,6.3805,6.3811,CNY
USD/CNY,2011/9/23,6.3839,6.3839,6.377,6.3805,CNY
USD/CNY,2011/9/26,6.3774,6.401,6.3774,6.3801,CNY
USD/CNY,2011/9/27,6.385,6.3888,6.385,6.401,CNY
USD/CNY,2011/9/28,6.3832,6.3832,6.3832,6.397,CNY
USD/CNY,2011/9/29,6.3872,6.3875,6.3872,6.393,CNY
USD/CNY,2011/9/30,6.3874,6.3874,6.365,6.3875,CNY
USD/CNY,2011/10/3,6.365,6.4725,6.365,6.3825,CNY
USD/CNY,2011/10/4,6.365,6.379,6.365,6.395,CNY
USD/CNY,2011/10/5,6.365,6.379,6.365,6.365,CNY
USD/CNY,2011/10/6,6.365,6.378,6.365,6.365,CNY
USD/CNY,2011/10/7,6.365,6.365,6.357,6.369,CNY
USD/CNY,2011/10/10,6.3415,6.3415,6.3353,6.365,CNY
USD/CNY,2011/10/11,6.348,6.3655,6.348,6.3385,CNY
USD/CNY,2011/10/12,6.3625,6.3625,6.3482,6.3655,CNY
USD/CNY,2011/10/13,6.3669,6.382,6.3663,6.359,CNY
USD/CNY,2011/10/14,6.3706,6.378,6.3675,6.382,CNY
USD/CNY,2011/10/17,6.3708,6.3708,6.344,6.3708,CNY
USD/CNY,2011/10/18,6.3722,6.3722,6.366,6.37,CNY
USD/CNY,2011/10/19,6.3694,6.381,6.3694,6.383,CNY
USD/CNY,2011/10/20,6.376,6.376,6.3695,6.381,CNY
USD/CNY,2011/10/21,6.3758,6.3811,6.3705,6.3727,CNY
USD/CNY,2011/10/24,6.364,6.378,6.364,6.3735,CNY
USD/CNY,2011/10/25,6.3522,6.366,6.3491,6.378,CNY
USD/CNY,2011/10/26,6.3472,6.3472,6.3399,6.366,CNY
USD/CNY,2011/10/27,6.3405,6.3501,6.3405,6.354,CNY
USD/CNY,2011/10/28,6.3449,6.358,6.3405,6.361,CNY
USD/CNY,2011/10/31,6.3443,6.3452,6.3443,6.3488,CNY
USD/CNY,2011/11/1,6.3452,6.3463,6.3452,6.3452,CNY
USD/CNY,2011/11/2,6.3451,6.3471,6.342,6.3463,CNY
USD/CNY,2011/11/3,6.3398,6.3398,6.3398,6.3471,CNY
USD/CNY,2011/11/4,6.3344,6.34,6.3303,6.3398,CNY
USD/CNY,2011/11/7,6.3365,6.3398,6.3365,6.3303,CNY
USD/CNY,2011/11/8,6.336,6.3391,6.336,6.35,CNY
USD/CNY,2011/11/9,6.3293,6.3293,6.3293,6.347,CNY
USD/CNY,2011/11/10,6.3392,6.3392,6.3392,6.343,CNY
USD/CNY,2011/11/11,6.3392,6.3392,6.3328,6.347,CNY
USD/CNY,2011/11/14,6.3319,6.3455,6.3319,6.3328,CNY
USD/CNY,2011/11/15,6.3399,6.3399,6.3368,6.3455,CNY
USD/CNY,2011/11/16,6.3387,6.3387,6.3355,6.3368,CNY
USD/CNY,2011/11/17,6.3409,6.3409,6.3409,6.3355,CNY
USD/CNY,2011/11/18,6.354,6.354,6.3476,6.3409,CNY
USD/CNY,2011/11/21,6.3447,6.3511,6.3447,6.3476,CNY
USD/CNY,2011/11/22,6.3517,6.3517,6.3517,6.3511,CNY
USD/CNY,2011/11/23,6.3444,6.3475,6.3444,6.3517,CNY
USD/CNY,2011/11/24,6.3492,6.3525,6.3492,6.3475,CNY
USD/CNY,2011/11/25,6.3579,6.3722,6.3579,6.3525,CNY
USD/CNY,2011/11/28,6.3699,6.3764,6.3699,6.3722,CNY
USD/CNY,2011/11/29,6.3685,6.3685,6.365,6.3764,CNY
USD/CNY,2011/11/30,6.3618,6.3679,6.3618,6.3651,CNY
USD/CNY,2011/12/1,6.3679,6.3679,6.3565,6.378,CNY
USD/CNY,2011/12/2,6.3525,6.3525,6.3525,6.37,CNY
USD/CNY,2011/12/5,6.3535,6.3536,6.346,6.3525,CNY
USD/CNY,2011/12/6,6.3568,6.3568,6.3568,6.34,CNY
USD/CNY,2011/12/7,6.3423,6.368,6.3423,6.334,CNY
USD/CNY,2011/12/8,6.3518,6.3518,6.3518,6.368,CNY
USD/CNY,2011/12/9,6.3545,6.3545,6.3545,6.355,CNY
USD/CNY,2011/12/12,6.3545,6.3545,6.3508,6.3545,CNY
USD/CNY,2011/12/13,6.3508,6.3571,6.3508,6.3655,CNY
USD/CNY,2011/12/14,6.3613,6.371,6.3613,6.3615,CNY
USD/CNY,2011/12/15,6.3638,6.3638,6.3638,6.371,CNY
USD/CNY,2011/12/16,6.3638,6.3638,6.3354,6.373,CNY
USD/CNY,2011/12/19,6.3423,6.3487,6.3,6.3385,CNY
USD/CNY,2011/12/20,6.3356,6.339,6.3345,6.3,CNY
USD/CNY,2011/12/21,6.328,6.3312,6.328,6.347,CNY
USD/CNY,2011/12/22,6.3305,6.3305,6.322,6.3312,CNY
USD/CNY,2011/12/23,6.3305,6.3305,6.3274,6.322,CNY
USD/CNY,2011/12/26,6.3274,6.3274,6.3274,6.34,CNY
USD/CNY,2011/12/27,6.3168,6.3168,6.3106,6.3274,CNY
USD/CNY,2011/12/28,6.3161,6.3161,6.313,6.32,CNY
USD/CNY,2011/12/29,6.3089,6.3147,6.3089,6.317,CNY
USD/CNY,2011/12/30,6.2912,6.2912,6.285,6.309,CNY
USD/CNY,2012/1/2,6.284,6.284,6.284,6.285,CNY
USD/CNY,2012/1/3,6.284,6.2841,6.284,6.284,CNY
USD/CNY,2012/1/4,6.2841,6.296,6.2826,6.297,CNY
USD/CNY,2012/1/5,6.2826,6.3085,6.2826,6.296,CNY
USD/CNY,2012/1/6,6.2924,6.315,6.2924,6.3085,CNY
USD/CNY,2012/1/9,6.3053,6.313,6.3053,6.2994,CNY
USD/CNY,2012/1/10,6.3045,6.312,6.3013,6.313,CNY
USD/CNY,2012/1/11,6.3099,6.316,6.306,6.312,CNY
USD/CNY,2012/1/12,6.3072,6.3173,6.3072,6.316,CNY
USD/CNY,2012/1/13,6.3178,6.3183,6.3088,6.3178,CNY
USD/CNY,2012/1/16,6.3063,6.3063,6.303,6.296,CNY
USD/CNY,2012/1/17,6.302,6.317,6.302,6.3061,CNY
USD/CNY,2012/1/18,6.3042,6.311,6.301,6.317,CNY
USD/CNY,2012/1/19,6.3073,6.3104,6.298,6.311,CNY
USD/CNY,2012/1/20,6.3197,6.333,6.3117,6.3072,CNY
USD/CNY,2012/1/23,6.3246,6.3246,6.324,6.3246,CNY
USD/CNY,2012/1/24,6.324,6.324,6.322,6.314,CNY
USD/CNY,2012/1/25,6.324,6.324,6.3135,6.322,CNY
USD/CNY,2012/1/26,6.324,6.324,6.3135,6.3135,CNY
USD/CNY,2012/1/27,6.313,6.324,6.313,6.334,CNY
USD/CNY,2012/1/30,6.337,6.337,6.3079,6.324,CNY
USD/CNY,2012/1/31,6.3136,6.3188,6.2992,6.3136,CNY
USD/CNY,2012/2/1,6.3136,6.3188,6.2992,6.3086,CNY
USD/CNY,2012/2/2,6.3068,6.3071,6.2887,6.3068,CNY
USD/CNY,2012/2/3,6.3042,6.3069,6.302,6.3042,CNY
USD/CNY,2012/2/6,6.3046,6.3128,6.3036,6.3046,CNY
USD/CNY,2012/2/7,6.3115,6.3122,6.3059,6.3115,CNY
USD/CNY,2012/2/8,6.3085,6.3085,6.2942,6.3085,CNY
USD/CNY,2012/2/9,6.2957,6.3003,6.2945,6.2984,CNY
USD/CNY,2012/2/10,6.2954,6.2972,6.2846,6.2954,CNY
USD/CNY,2012/2/13,6.2933,6.3042,6.2933,6.2933,CNY
USD/CNY,2012/2/14,6.2951,6.3002,6.2936,6.2951,CNY
USD/CNY,2012/2/15,6.2972,6.3005,6.2937,6.2972,CNY
USD/CNY,2012/2/16,6.2982,6.3027,6.2975,6.2981,CNY
USD/CNY,2012/2/17,6.3011,6.3011,6.2869,6.3011,CNY
USD/CNY,2012/2/20,6.2978,6.2982,6.2884,6.2977,CNY
USD/CNY,2012/2/21,6.2994,6.2995,6.2875,6.2994,CNY
USD/CNY,2012/2/22,6.2968,6.2984,6.2854,6.2968,CNY
USD/CNY,2012/2/23,6.2959,6.3013,6.2959,6.2959,CNY
USD/CNY,2012/2/24,6.2985,6.2988,6.2885,6.2985,CNY
USD/CNY,2012/2/27,6.2973,6.3021,6.2877,6.2972,CNY
USD/CNY,2012/2/28,6.3018,6.3018,6.2875,6.3018,CNY
USD/CNY,2012/2/29,6.298,6.3036,6.2924,6.2984,CNY
USD/CNY,2012/3/1,6.2943,6.3007,6.2927,6.2943,CNY
USD/CNY,2012/3/2,6.2992,6.3004,6.2967,6.2992,CNY
USD/CNY,2012/3/5,6.2984,6.3088,6.2947,6.2984,CNY
USD/CNY,2012/3/6,6.3077,6.3138,6.2995,6.3077,CNY
USD/CNY,2012/3/7,6.3117,6.3172,6.3075,6.3144,CNY
USD/CNY,2012/3/8,6.3102,6.3186,6.3058,6.3102,CNY
USD/CNY,2012/3/9,6.3166,6.3167,6.3051,6.3165,CNY
USD/CNY,2012/3/12,6.3112,6.3279,6.3112,6.311,CNY
USD/CNY,2012/3/13,6.3255,6.3306,6.3224,6.3252,CNY
USD/CNY,2012/3/14,6.3267,6.3423,6.3256,6.3267,CNY
USD/CNY,2012/3/15,6.3317,6.3348,6.3238,6.3317,CNY
USD/CNY,2012/3/16,6.3292,6.3293,6.3201,6.3292,CNY
USD/CNY,2012/3/19,6.3228,6.3228,6.3082,6.3229,CNY
USD/CNY,2012/3/20,6.3186,6.3242,6.3142,6.3186,CNY
USD/CNY,2012/3/21,6.3208,6.3251,6.314,6.3207,CNY
USD/CNY,2012/3/22,6.3198,6.3227,6.2972,6.3198,CNY
USD/CNY,2012/3/23,6.3001,6.306,6.277,6.3001,CNY
USD/CNY,2012/3/26,6.3046,6.312,6.2958,6.3045,CNY
USD/CNY,2012/3/27,6.306,6.3105,6.2957,6.306,CNY
USD/CNY,2012/3/28,6.3031,6.3077,6.293,6.3031,CNY
USD/CNY,2012/3/29,6.3016,6.308,6.293,6.3016,CNY
USD/CNY,2012/3/30,6.3034,6.3065,6.2941,6.306,CNY
USD/CNY,2012/4/2,6.2953,6.2985,6.2885,6.2953,CNY
USD/CNY,2012/4/3,6.2959,6.2967,6.2895,6.2956,CNY
USD/CNY,2012/4/4,6.2952,6.3001,6.2935,6.2952,CNY
USD/CNY,2012/4/5,6.2962,6.3108,6.2925,6.2962,CNY
USD/CNY,2012/4/6,6.3105,6.3159,6.3044,6.3107,CNY
USD/CNY,2012/4/9,6.3065,6.3093,6.3026,6.3065,CNY
USD/CNY,2012/4/10,6.3067,6.3109,6.2992,6.3067,CNY
USD/CNY,2012/4/11,6.3095,6.3113,6.299,6.3095,CNY
USD/CNY,2012/4/12,6.3069,6.3226,6.2941,6.3067,CNY
USD/CNY,2012/4/13,6.3059,6.3078,6.2903,6.3058,CNY
USD/CNY,2012/4/16,6.2993,6.3192,6.297,6.2992,CNY
USD/CNY,2012/4/17,6.3123,6.3144,6.284,6.3123,CNY
USD/CNY,2012/4/18,6.3004,6.306,6.296,6.3003,CNY
USD/CNY,2012/4/19,6.3011,6.3065,6.2939,6.3011,CNY
USD/CNY,2012/4/20,6.303,6.3078,6.2996,6.303,CNY
USD/CNY,2012/4/23,6.3074,6.3091,6.2985,6.3074,CNY
USD/CNY,2012/4/24,6.3056,6.3097,6.3002,6.3057,CNY
USD/CNY,2012/4/25,6.3054,6.308,6.2938,6.3053,CNY
USD/CNY,2012/4/26,6.3015,6.3015,6.2923,6.3015,CNY
USD/CNY,2012/4/27,6.2952,6.308,6.291,6.2952,CNY
USD/CNY,2012/4/30,6.3043,6.3101,6.2766,6.3042,CNY
USD/CNY,2012/5/1,6.2864,6.2952,6.2775,6.2864,CNY
USD/CNY,2012/5/2,6.2875,6.3009,6.2757,6.2875,CNY
USD/CNY,2012/5/3,6.291,6.3048,6.2871,6.291,CNY
USD/CNY,2012/5/4,6.2887,6.3023,6.2882,6.2886,CNY
USD/CNY,2012/5/7,6.2901,6.3095,6.2872,6.291,CNY
USD/CNY,2012/5/8,6.2977,6.3088,6.2977,6.2986,CNY
USD/CNY,2012/5/9,6.3082,6.3109,6.3081,6.3082,CNY
USD/CNY,2012/5/10,6.3099,6.3145,6.3098,6.3098,CNY
USD/CNY,2012/5/11,6.3144,6.3186,6.3076,6.3144,CNY
USD/CNY,2012/5/14,6.3107,6.3222,6.3102,6.3104,CNY
USD/CNY,2012/5/15,6.3214,6.3263,6.3061,6.3214,CNY
USD/CNY,2012/5/16,6.3185,6.3252,6.315,6.3185,CNY
USD/CNY,2012/5/17,6.3181,6.3256,6.3091,6.3181,CNY
USD/CNY,2012/5/18,6.3206,6.3284,6.3205,6.3207,CNY
USD/CNY,2012/5/21,6.3283,6.3284,6.317,6.3283,CNY
USD/CNY,2012/5/22,6.3241,6.3271,6.3108,6.3237,CNY
USD/CNY,2012/5/23,6.3187,6.3312,6.3186,6.3187,CNY
USD/CNY,2012/5/24,6.3303,6.3413,6.3267,6.3305,CNY
USD/CNY,2012/5/25,6.3403,6.3472,6.332,6.3403,CNY
USD/CNY,2012/5/28,6.3409,6.3431,6.3235,6.3409,CNY
USD/CNY,2012/5/29,6.339,6.3462,6.3352,6.339,CNY
USD/CNY,2012/5/30,6.3415,6.358,6.3415,6.3415,CNY
USD/CNY,2012/5/31,6.3507,6.3777,6.3434,6.3507,CNY
USD/CNY,2012/6/1,6.3686,6.3733,6.3624,6.3686,CNY
USD/CNY,2012/6/4,6.3697,6.3698,6.3641,6.3697,CNY
USD/CNY,2012/6/5,6.3641,6.3683,6.3588,6.3641,CNY
USD/CNY,2012/6/6,6.3675,6.3684,6.3625,6.3675,CNY
USD/CNY,2012/6/7,6.364,6.3665,6.3505,6.3639,CNY
USD/CNY,2012/6/8,6.3688,6.3747,6.3568,6.3688,CNY
USD/CNY,2012/6/11,6.3739,6.374,6.3443,6.3739,CNY
USD/CNY,2012/6/12,6.3728,6.3775,6.3627,6.3728,CNY
USD/CNY,2012/6/13,6.3706,6.3728,6.3466,6.3707,CNY
USD/CNY,2012/6/14,6.3679,6.3718,6.3603,6.3522,CNY
USD/CNY,2012/6/15,6.3736,6.3751,6.3517,6.3736,CNY
USD/CNY,2012/6/18,6.3668,6.3672,6.3449,6.3668,CNY
USD/CNY,2012/6/19,6.3576,6.3587,6.3447,6.3576,CNY
USD/CNY,2012/6/20,6.3547,6.361,6.3448,6.3547,CNY
USD/CNY,2012/6/21,6.3597,6.3651,6.3545,6.3499,CNY
USD/CNY,2012/6/22,6.365,6.3656,6.3549,6.3649,CNY
USD/CNY,2012/6/25,6.3642,6.3737,6.3528,6.3642,CNY
USD/CNY,2012/6/26,6.3635,6.3668,6.3529,6.3634,CNY
USD/CNY,2012/6/27,6.3628,6.368,6.347,6.3627,CNY
USD/CNY,2012/6/28,6.3576,6.3631,6.3466,6.3576,CNY
USD/CNY,2012/6/29,6.3574,6.3614,6.3437,6.3574,CNY
USD/CNY,2012/7/2,6.3541,6.3544,6.3387,6.3541,CNY
USD/CNY,2012/7/3,6.3487,6.3544,6.3387,6.3487,CNY
USD/CNY,2012/7/4,6.3527,6.3527,6.3368,6.3527,CNY
USD/CNY,2012/7/5,6.3476,6.3564,6.3415,6.3476,CNY
USD/CNY,2012/7/6,6.356,6.3677,6.3461,6.356,CNY
USD/CNY,2012/7/9,6.3648,6.3742,6.3545,6.3648,CNY
USD/CNY,2012/7/10,6.3713,6.3714,6.3559,6.3713,CNY
USD/CNY,2012/7/11,6.3657,6.3697,6.3424,6.3657,CNY
USD/CNY,2012/7/12,6.3716,6.3751,6.3611,6.3716,CNY
USD/CNY,2012/7/13,6.3764,6.3914,6.3662,6.3763,CNY
USD/CNY,2012/7/16,6.3927,6.3928,6.3679,6.3927,CNY
USD/CNY,2012/7/17,6.3788,6.379,6.3628,6.3788,CNY
USD/CNY,2012/7/18,6.3732,6.3745,6.3627,6.3733,CNY
USD/CNY,2012/7/19,6.3694,6.374,6.3608,6.3694,CNY
USD/CNY,2012/7/20,6.373,6.3743,6.3714,6.3731,CNY
USD/CNY,2012/7/23,6.3739,6.3894,6.3735,6.3739,CNY
USD/CNY,2012/7/24,6.3861,6.3928,6.376,6.3861,CNY
USD/CNY,2012/7/25,6.3876,6.3915,6.3785,6.3876,CNY
USD/CNY,2012/7/26,6.3886,6.3887,6.3741,6.3886,CNY
USD/CNY,2012/7/27,6.3841,6.3843,6.3677,6.3841,CNY
USD/CNY,2012/7/30,6.3808,6.3809,6.3681,6.3808,CNY
USD/CNY,2012/7/31,6.3797,6.3811,6.3493,6.3796,CNY
USD/CNY,2012/8/1,6.3618,6.3718,6.356,6.3618,CNY
USD/CNY,2012/8/2,6.369,6.3767,6.3575,6.3688,CNY
USD/CNY,2012/8/3,6.3675,6.3749,6.3575,6.3676,CNY
USD/CNY,2012/8/6,6.3715,6.3743,6.364,6.3715,CNY
USD/CNY,2012/8/7,6.374,6.3743,6.3564,6.374,CNY
USD/CNY,2012/8/8,6.3667,6.3688,6.352,6.3667,CNY
USD/CNY,2012/8/9,6.3614,6.3621,6.3411,6.3614,CNY
USD/CNY,2012/8/10,6.3623,6.366,6.3479,6.3623,CNY
USD/CNY,2012/8/13,6.3594,6.3638,6.3498,6.3594,CNY
USD/CNY,2012/8/14,6.3626,6.3638,6.3488,6.3626,CNY
USD/CNY,2012/8/15,6.3589,6.3641,6.3488,6.3589,CNY
USD/CNY,2012/8/16,6.3623,6.3691,6.356,6.3623,CNY
USD/CNY,2012/8/17,6.3663,6.3667,6.3479,6.3663,CNY
USD/CNY,2012/8/20,6.3585,6.3627,6.3493,6.3585,CNY
